ID_NR,year,day_number,age_for_analyses,cub_status,cub_number,lon,lat,merking,event,ecotype,year_death
23587,2001,109,6,c,2,25.435,76.687,n,6,NA,NA
23590,2001,110,12,2yr,1,24.966,76.462,n,9,NA,NA
23592,2001,111,5,n,NA,25.835,77.094,n,4,NA,NA
23594,2001,111,2,NA,NA,25.108,76.766,n,1,NA,NA
23595,2001,111,11,c,2,25.415,77.112,n,6,NA,NA
23602,2001,111,11,yr,1,26.166,77.362,n,7,NA,NA
23604,2001,111,15,n,NA,25.75,76.783,n,11,NA,NA
23604,2010,100,24,n,NA,20.7916666666667,78.0833333333333,r,11,NA,NA
23606,2001,112,5,n,NA,25.041,77.433,n,4,NA,NA
23608,2001,112,10,n,NA,27.285,78.695,n,11,NA,NA
23610,2001,112,14,n,NA,28.844,78.9136,n,11,NA,NA
23611,2001,112,11,n,NA,28.88,78.89,n,11,NA,NA
23613,2001,112,8,c,2,26.472,78.39,n,6,NA,NA
23619,2001,114,5,n,NA,27.303,76.803,n,4,NA,NA
23620,2001,114,8,n,NA,25.369,76.69,n,11,NA,NA
23622,2001,114,5,n,NA,25.517,76.722,n,4,NA,NA
23627,2001,120,22,n,NA,25.89,77.4,n,11,NA,NA
23632,2001,125,4,NA,NA,15.362,77.54,n,3,NA,NA
23634,2001,125,7,2yr,1,16.223,77.411,n,9,NA,NA
23634,2004,111,10,n,NA,15.517,77.517,r,11,NA,NA
23634,2007,90,13,2yr,1,17.638,77.531,r,9,NA,NA
23634,2008,119,14,c,2,16.23,77.404,r,6,NA,NA
23634,2009,118,15,yr,2,15.735,77.536,r,8,NA,NA
23636,2001,125,11,c,1,15.4,77.1,n,5,C,NA
23636,2007,88,17,2yr,1,16.008,77.087,r,9,C,NA
23637,2003,100,2,NA,NA,16.64,77.25,r,1,C,NA
23637,2005,106,4,n,NA,16.34289,77.01727,r,3,C,NA
23637,2007,93,6,c,2,15.957,77.085,r,6,C,NA
23637,2008,109,7,yr,2,15.999,77.074,r,8,C,NA
23637,2010,82,9,n,NA,16.242,76.989,r,11,C,NA
23637,2013,98,12,n,NA,16.406,77.004,r,11,C,NA
23637,2016,104,15,n,NA,16.603,76.98,r,11,C,NA
23639,2007,87,7,yr,1,19.126,78.341,r,7,C,NA
23639,2008,118,8,n,1,18.62,77.883,r,11,C,NA
23639,2009,106,9,c,2,19.14,78.186,r,6,C,NA
23639,2011,108,11,c,2,19.17599,78.29057,r,6,C,NA
23639,2012,118,12,yr,2,18.423,77.919,r,8,C,NA
23639,2013,119,13,n,NA,19.112,78.1096,r,11,C,NA
23641,2002,97,6,n,NA,25.381,76.665,n,11,NA,NA
23643,2002,97,13,yr,1,25.332,76.662,n,7,NA,NA
23646,2002,97,16,n,NA,25.586,77.28,n,11,NA,NA
23649,2002,98,8,2yr,1,25.053,77.809,n,9,NA,NA
23651,2002,99,2,NA,NA,26.035,77.023,n,1,NA,NA
23653,2002,102,10,c,2,26.764,77.182,n,6,NA,NA
23657,2002,103,8,c,2,23.0165,77.338,n,6,NA,NA
23662,2002,103,12,n,NA,22.331,77.534,n,11,NA,NA
23664,2002,104,13,2yr,1,24.549,77.249,n,9,NA,NA
23666,2002,104,9,n,NA,22.775,77.279,n,11,NA,NA
23667,2002,104,12,n,NA,23.223,77.086,n,11,NA,NA
23667,2007,91,17,2yr,1,21.439,77.594,r,9,NA,NA
23668,2002,104,17,n,NA,23.223,77.084,n,11,NA,NA
23669,2002,104,12,n,NA,22.582,77.349,n,11,NA,NA
23670,2002,104,5,n,NA,22.405,77.528,n,4,NA,NA
23671,2002,112,19,n,NA,15.751,78.484,n,11,NA,NA
23673,2002,113,2,NA,NA,15.536,77.824,n,1,NA,NA
23675,2002,113,2,NA,NA,14.39,78.474,n,1,NA,NA
23676,2002,113,5,n,NA,14.686,78.457,n,4,NA,NA
23679,2002,115,10,c,2,12.383,79.584,n,6,O,NA
23679,2007,86,15,n,NA,12.767,79.59,r,11,O,NA
23685,2002,118,10,yr,2,13.814,79.41,n,8,NA,NA
23688,2002,120,7,c,1,14.93,79.72,n,5,C,2016
23688,2008,104,13,n,NA,16.036,79.083,r,11,C,2016
23688,2009,91,14,n,NA,13.837,79.54,r,11,C,2016
23688,2011,98,16,c,2,14.1629,79.714,r,6,C,2016
23688,2012,99,17,yr,1,14.2442,79.6557,r,7,C,2016
23688,2013,105,18,2yr,1,13.6,79.502,r,9,C,2016
23688,2015,105,20,n,NA,15.1,79.112,r,11,C,2016
23688,2016,95,21,c,1,13.692,79.413,r,5,C,2016
23689,2007,99,5,n,NA,15.733,79.203,r,4,C,NA
23689,2008,104,6,c,1,15.85,79.209,r,5,C,NA
23689,2013,110,11,n,NA,16.044,79.176,r,11,C,NA
23689,2014,97,12,n,NA,13.894,79.504,r,11,C,NA
23689,2015,105,13,c,1,16.069,79.151,r,5,C,NA
23689,2016,96,14,n,NA,13.918,79.497,r,11,C,NA
23689,2018,114,16,c,2,13.796,79.471,r,6,C,NA
23689,2022,100,20,c,1,13.485,79.487,r,5,C,NA
23690,2002,120,5,n,NA,14.364,79.721,n,4,C,NA
23690,2006,96,9,n,NA,14.202,79.602,r,11,C,NA
23690,2007,97,10,c,2,14.003,79.435,r,6,C,NA
23694,2010,103,16,n,NA,19.376,78.341,r,11,C,NA
23697,2003,95,3,NA,NA,16.28,76.26,n,2,NA,NA
23697,2005,107,5,c,1,15.95813,77.07934,r,5,NA,NA
23699,2003,100,14,yr,1,17.61,77.38,n,7,O,NA
23701,2003,105,5,n,NA,20.75,77.34,n,4,O,NA
23703,2003,105,10,yr,1,20.35,78.188,n,7,C,NA
23703,2005,116,12,c,1,20.6379,78.2423,r,5,C,NA
23703,2008,112,15,c,1,21,78.582,r,5,C,NA
23703,2009,116,16,yr,1,20.819,78.57,r,7,C,NA
23703,2017,97,24,n,NA,18.37,77.709,r,11,C,NA
23703,2022,91,29,n,NA,20.463,78.395,r,11,C,NA
23705,2003,106,12,n,NA,21,77.417,n,11,O,NA
23705,2006,89,15,n,NA,16.615,77.048,r,11,O,NA
23708,2003,107,18,n,NA,20.6,78.33,n,11,NA,NA
23714,2003,109,6,n,NA,17.817,77.517,n,11,C,NA
23714,2007,90,10,c,2,18.568,77.94,r,6,C,NA
23714,2008,110,11,yr,1,18.44,77.739,r,7,C,NA
23715,2003,109,6,c,1,17.7,77.517,n,5,C,NA
23719,2003,111,2,NA,NA,19.115,78.374,n,1,C,NA
23719,2007,87,6,n,NA,19.282,78.298,r,11,C,NA
23719,2008,112,7,n,NA,20.139,78.516,r,11,C,NA
23719,2010,103,9,n,NA,19.305,78.442,r,11,C,NA
23719,2012,110,11,c,2,20.347,78.533,r,6,C,NA
23723,2003,116,5,n,NA,25.02,76.51,n,4,NA,NA
23725,2003,116,11,c,2,25.432,76.691,n,6,NA,NA
23731,2003,119,7,c,1,16.25,76.983,n,5,C,NA
23731,2005,106,9,n,NA,16.02742,77.067,r,11,C,NA
23731,2006,89,10,c,2,16.548,77.072,r,6,C,NA
23731,2007,88,11,yr,2,16.539,77.049,r,8,C,NA
23731,2008,111,12,n,NA,16.32,77.035,r,11,C,NA
23731,2009,108,13,c,1,16.796,77.039,r,5,C,NA
23731,2010,109,14,yr,1,16.537,77.002,r,7,C,NA
23731,2011,113,15,c,1,16.322,76.967,r,5,C,NA
23732,2005,109,2,NA,NA,16.17279,76.98116,r,1,C,NA
23732,2007,89,4,NA,NA,16.443,76.993,r,3,C,NA
23732,2008,113,5,n,NA,16.27,76.975,r,4,C,NA
23732,2009,108,6,n,NA,16.536,76.989,r,11,C,NA
23732,2011,113,8,c,1,16.42,77.013,r,5,C,NA
23732,2014,96,11,n,NA,16.516,77.064,r,11,C,NA
23732,2015,118,12,c,2,16.433,77.024,r,6,C,NA
23732,2016,109,13,n,NA,16.508,77.009,r,11,C,NA
23732,2017,103,14,n,NA,16.2528,76.993,r,11,C,NA
23732,2018,116,15,n,NA,16.362,77.023,r,11,C,NA
23735,2004,94,8,c,2,17.39,77.192,n,6,NA,NA
23738,2004,102,21,n,NA,16.282,76.968,n,11,NA,NA
23738,2007,89,24,n,NA,15.544,76.869,r,11,NA,NA
23739,2004,103,6,c,1,17.14,77.058,n,5,NA,NA
23742,2004,106,16,n,NA,22.58,77.31,n,11,O,NA
23742,2005,109,17,c,2,16.8201,76.58015,r,6,O,NA
23744,2004,106,16,n,NA,22.382,77.395,n,11,NA,NA
23745,2004,106,2,NA,NA,22.382,77.395,n,1,NA,NA
23745,2016,106,14,c,2,23.045,77.557,r,6,NA,NA
23746,2004,107,9,n,NA,21.083,78.017,n,11,NA,NA
23754,2004,111,2,NA,NA,15.4,77.566,n,1,NA,NA
23758,2004,111,9,n,NA,14.15,78.333,n,11,NA,NA
23760,2004,112,13,yr,1,15.75,77.567,n,7,NA,NA
23764,2004,112,5,c,1,17.583,77.55,n,5,NA,NA
23766,2004,112,8,c,2,17.35,77.133,n,6,NA,NA
23772,2005,104,5,n,NA,15.29912,77.53541,n,4,NA,NA
23774,2005,105,15,c,2,16.87337,77.03919,n,6,NA,NA
23777,2005,105,7,yr,1,17.04534,76.66733,n,7,O,NA
23779,2005,105,18,c,1,17.05791,76.6785,n,5,C,NA
23781,2005,106,5,n,NA,15.9918,77.02036,n,4,C,NA
23781,2007,93,7,n,NA,16.317,76.929,r,11,C,NA
23781,2008,111,8,c,2,16.994,77.054,r,6,C,NA
23782,2005,106,5,n,NA,17.44277,77.12925,n,4,NA,NA
23784,2005,107,26,n,NA,16.18593,77.02217,n,11,NA,NA
23791,2005,110,10,n,NA,15,78.5,n,11,NA,NA
23794,2005,116,12,c,2,23.6652,77.526,n,6,NA,NA
23801,2005,117,3,NA,NA,15.5,77.58,n,2,NA,NA
23802,2005,119,2,NA,NA,16,79.25,n,1,C,NA
23802,2008,104,5,n,NA,16.119,79.008,r,4,C,NA
23802,2016,97,13,n,NA,16.244,79.14,r,11,C,NA
23802,2018,113,15,n,NA,16.065,79.239,r,11,C,NA
23803,2007,99,3,NA,NA,13.87,79.358,r,2,C,NA
23803,2011,97,7,n,NA,12.0425,79.6945,r,11,C,NA
23803,2015,111,11,n,NA,14.027,79.321,r,11,C,NA
23803,2016,96,12,c,1,14.111,79.336,r,5,C,NA
23808,2005,119,6,n,NA,12.5,79.58,n,11,O,NA
23808,2008,99,9,n,NA,19.798,80.615,r,11,O,NA
23811,2008,113,2,NA,NA,16.542,76.971,r,1,C,NA
23811,2010,84,4,NA,NA,16.559,77.023,r,3,C,NA
23811,2011,113,5,n,NA,16.279,76.914,r,4,C,NA
23811,2015,118,9,c,2,17.389,77.146,r,6,C,NA
23811,2016,109,10,n,NA,17.307,77.069,r,11,C,NA
23811,2017,103,11,c,2,16.4007,77.0818,r,6,C,NA
23811,2018,96,12,yr,2,17.018,77.052,r,8,C,NA
23811,2019,97,13,n,NA,16.623,77.064,r,11,C,NA
23812,2006,89,17,yr,1,16.205,77.013,n,7,NA,NA
23814,2006,90,9,n,NA,16.195,77.019,n,11,NA,NA
23815,2006,90,5,n,NA,16.056,77.038,n,4,NA,NA
23824,2006,97,12,n,NA,13.485,79.61,n,11,NA,NA
23824,2008,105,14,n,NA,12.222,79.731,r,11,NA,NA
23826,2006,97,7,c,2,11.182,79.713,n,6,O,NA
23826,2009,88,10,c,2,12.126,79.658,r,6,O,NA
23826,2011,97,12,2yr,2,11.9459,79.7535,r,10,O,NA
23831,2006,98,4,NA,NA,12.428,79.568,n,3,O,NA
23831,2007,85,5,n,NA,12.01,79.714,r,4,O,NA
23831,2008,105,6,n,NA,12.162,79.657,r,11,O,NA
23831,2011,97,9,c,2,12.3385,79.5974,r,6,O,NA
23837,2006,100,13,n,NA,18.038,80.227,n,11,NA,NA
23838,2006,101,13,c,2,24.111,80.426,n,6,NA,NA
23840,2024,104,18,c,2,21.023,79.542,r,6,NA,NA
23841,2006,101,8,n,NA,23.715,80.341,n,11,O,NA
23845,2006,101,8,n,NA,23.344,80.266,n,11,NA,NA
23847,2006,101,6,c,2,23.628,80.154,n,6,NA,NA
23850,2006,102,4,NA,NA,24.858,80.31,n,3,O,NA
23851,2006,102,12,c,2,25.918,80.25,n,6,O,NA
23854,2006,102,19,c,2,24.787,80.343,n,6,NA,NA
23857,2006,103,18,c,2,20.722,80.64,n,6,NA,NA
23861,2006,103,7,c,1,20.303,80.43,n,5,O,NA
23863,2006,110,22,n,NA,18.468,80.035,n,11,O,NA
23869,2006,114,15,c,2,18.657,80.181,n,6,NA,NA
23869,2009,87,18,yr,1,11.304,79.6545,r,7,NA,NA
23872,2006,114,13,n,NA,21.266,79.804,n,11,C,NA
23872,2014,103,21,n,NA,20.2877,79.7268,r,11,C,NA
23872,2015,115,22,c,1,20.689,79.809,r,5,C,NA
23873,2006,114,14,c,2,21.27,79.725,n,6,NA,NA
23881,2007,85,4,NA,NA,12.262,79.685,n,3,C,NA
23881,2008,107,5,n,NA,12.231,79.646,r,4,C,NA
23881,2009,87,6,n,NA,11.9568,79.7696,r,11,C,NA
23881,2013,103,10,n,NA,11.825,79.83,r,11,C,NA
23881,2014,113,11,c,1,12.282,79.832,r,5,C,NA
23881,2016,117,13,n,NA,11.852,79.812,r,11,C,NA
23881,2021,121,18,n,NA,12.038,79.71,r-obs,11,C,NA
23882,2007,86,3,NA,NA,12.736,79.589,n,2,C,NA
23882,2008,105,4,NA,NA,13.218,79.454,r,3,C,NA
23882,2009,91,5,n,NA,12.737,79.618,r,4,C,NA
23882,2013,104,9,yr,1,13.373,79.653,r,7,C,NA
23882,2014,102,10,n,NA,12.723,79.565,r,11,C,NA
23882,2016,95,12,yr,1,13.387,79.434,r,7,C,NA
23882,2017,112,13,n,NA,12.3101,79.6569,r,11,C,NA
23882,2018,114,14,c,1,12.757,79.558,r,5,C,NA
23882,2019,111,15,yr,1,12.203,79.734,r,7,C,NA
23882,2022,100,18,c,1,13.329,79.653,r,5,C,NA
23882,2024,98,20,c,2,13.716,79.514,r,6,C,NA
23882,2025,116,21,yr,2,13.342,79.704,r,8,C,NA
23883,2008,118,2,NA,NA,18.62,77.883,r,1,C,NA
23887,2007,89,7,n,NA,16.654,76.99,n,11,NA,NA
23888,2007,90,21,n,NA,17.12,76.696,n,11,NA,NA
23892,2007,90,17,n,NA,18.352,77.577,n,11,NA,NA
23895,2007,91,11,yr,1,21.114,77.625,n,7,NA,NA
23897,2007,91,2,NA,NA,21.439,77.594,n,1,NA,NA
23903,2007,95,10,n,NA,13.996,79.284,n,11,NA,NA
23906,2007,99,4,NA,NA,13.803,79.477,n,3,C,NA
23906,2012,100,9,c,1,13.6923,79.4717,r,5,C,NA
23907,2007,99,13,c,1,15.617,79.133,n,5,NA,NA
23909,2007,99,11,n,NA,16.213,79.001,n,11,C,NA
23909,2008,105,12,c,2,13.929,79.333,r,6,C,NA
23909,2009,91,13,yr,1,14.068,79.37,r,7,C,NA
23909,2012,100,16,n,NA,13.3316,79.5175,r,11,C,NA
23909,2013,104,17,c,2,13.932,79.352,r,6,C,NA
23909,2014,97,18,n,NA,13.937,79.295,r,11,C,NA
23912,2007,100,11,yr,1,19.493,79.23,n,7,NA,NA
23916,2007,101,3,NA,NA,18.733,80.017,n,2,C,NA
23916,2014,103,10,yr,2,20.332,79.684,r,8,C,NA
23917,2007,101,4,NA,NA,18.65,80.167,n,3,NA,NA
23917,2010,91,7,n,NA,20.817,78.59,r,11,NA,NA
23918,2007,101,8,n,NA,19.316,80.117,n,11,NA,NA
23918,2018,105,19,yr,2,21.544,78.821,r,8,NA,NA
23919,2007,101,11,n,NA,19.383,80.1,n,11,NA,NA
23924,2008,100,10,c,2,17.963,79.493,n,6,C,NA
23924,2009,96,11,n,NA,18.035,79.481,r,11,C,NA
23928,2008,100,3,NA,NA,17.972,80.129,n,2,NA,NA
23931,2008,102,8,n,NA,21.579,79.693,n,11,C,NA
23931,2012,96,12,c,1,21.2021,79.7029,r,5,C,NA
23932,2008,102,2,NA,NA,21.579,79.693,n,1,NA,NA
23935,2008,102,4,NA,NA,21.465,79.696,n,3,C,NA
23935,2015,115,11,c,2,21.857,79.693,r,6,C,NA
23936,2008,102,3,NA,NA,18.473,79.749,n,2,NA,NA
23936,2025,118,20,n,NA,18.78,79.673,r,11,NA,NA
23937,2008,104,3,NA,NA,16.105,79.004,n,2,C,NA
23937,2011,98,6,n,NA,15.5085,79.4346,r,11,C,NA
23937,2013,110,8,c,1,15.647,79.162,r,5,C,NA
23937,2014,97,9,yr,1,15.595,79.138,r,7,C,NA
23937,2016,97,11,n,NA,16.253,79.004,r,11,C,NA
23937,2022,101,17,n,NA,15.617,79.329,r,11,C,NA
23937,2023,89,18,c,1,14.045,79.532,r,5,C,NA
23939,2008,105,4,NA,NA,14.102,79.628,n,3,C,NA
23939,2011,98,7,n,NA,15.4459,79.4466,r,11,C,NA
23939,2012,99,8,n,NA,13.788,79.4891,r,11,C,NA
23939,2015,111,11,c,1,13.945,79.479,r,5,C,NA
23939,2018,113,14,c,2,16.175,78.976,r,6,C,NA
23939,2021,122,17,c,2,13.869,79.336,r,6,C,NA
23940,2011,117,3,NA,NA,15.4754,79.43713,r,2,C,NA
23940,2016,97,8,n,NA,15.999,79.984,r,11,C,NA
23940,2018,114,10,c,2,15.9,79.161,r,6,C,NA
23942,2008,107,11,yr,1,12.103,79.754,n,7,NA,NA
23944,2008,109,5,n,NA,16.664,77.043,n,4,C,NA
23944,2010,108,7,n,NA,16.448,77.448,r,11,C,NA
23944,2014,112,11,n,NA,18.201,77.886,r,11,C,NA
23944,2016,105,13,c,2,18.17,77.906,r,6,C,NA
23944,2018,93,15,c,2,18.13,77.892,r,6,C,NA
23945,2008,110,9,n,NA,22.122,77.55,n,11,NA,NA
23947,2008,111,3,NA,NA,16.41,76.864,n,2,NA,NA
23948,2008,111,16,n,NA,16.162,76.72,n,11,NA,NA
23952,2011,109,3,NA,NA,20.855,78.584,r,2,C,NA
23952,2012,119,4,NA,NA,21.008,78.579,r,3,C,NA
23952,2014,90,6,n,NA,20.768,78.557,r,11,C,NA
23952,2015,93,7,n,NA,20.517,78.454,r,11,C,NA
23952,2016,107,8,n,NA,20.7319,78.5445,r,11,C,NA
23952,2018,100,10,c,1,20.119,78.494,r,5,C,NA
23952,2021,112,13,c,1,20.876,78.563,r,5,C,NA
23952,2022,83,14,yr,1,21.127,78.589,r,7,C,NA
23956,2008,115,3,NA,NA,22.932,78.117,n,2,C,NA
23956,2014,116,9,n,NA,22.28,78.202,r,11,C,NA
23956,2017,113,12,n,NA,21.992,78.566,r,11,C,NA
23956,2023,99,18,c,2,22.033,78.28,r,6,C,NA
23956,2025,105,20,n,NA,21.931,78.384,r,11,C,NA
23957,2008,115,4,NA,NA,23.103,78.13,n,3,NA,NA
23958,2008,115,5,c,1,21.942,78.206,n,5,C,NA
23958,2016,107,13,c,2,20.7184,78.2172,r,6,C,NA
23966,2008,116,14,c,2,18.477,77.748,n,6,O,NA
23966,2010,84,16,2yr,1,16.396,77.024,r,9,O,NA
23966,2011,116,17,c,2,15.816,77.559,r,6,O,NA
23970,2008,117,10,n,NA,16.187,76.962,n,11,NA,NA
23972,2008,117,12,yr,2,17.547,76.787,n,8,C,NA
23977,2016,106,9,yr,1,22.803,77.522,r,7,C,NA
23977,2018,100,11,n,NA,22.32,77.464,r,11,C,NA
23979,2008,119,12,2yr,1,14.976,77.701,n,9,C,NA
23979,2010,118,14,n,NA,15.67,78.25,r,11,C,NA
23979,2015,107,19,2yr,2,15.264,77.764,r,10,C,NA
23979,2016,114,20,n,NA,15.899,77.506,r,11,C,NA
23980,2008,119,2,NA,NA,14.976,77.701,n,1,C,NA
23980,2010,81,4,NA,NA,16.06,77.4933333333333,r,3,C,NA
23980,2011,116,5,n,NA,15.36,77.765,r,4,C,NA
23980,2012,105,6,n,NA,14.6167,77.7768,r,11,C,NA
23980,2013,96,7,n,NA,14.708,77.515,r,11,C,NA
23980,2014,92,8,c,2,15.2782,77.6316,r,6,C,NA
23980,2015,109,9,yr,2,15.346,77.806,r,8,C,NA
23980,2016,114,10,n,NA,16.476,77.846,r,11,C,NA
23980,2017,86,11,c,2,16.158,77.752,r,6,C,NA
23980,2021,116,15,yr,2,16.835,77.766,r,8,C,NA
23980,2022,107,16,2yr,2,15.098,77.696,r,10,C,NA
23980,2023,103,17,c,1,16.103,77.749,r,5,C,NA
23980,2024,93,18,yr,1,14.462,77.754,r,7,C,NA
23980,2025,110,19,n,NA,15.454,77.72,r,11,C,NA
23987,2011,97,2,NA,NA,11.9459,79.7535,r,1,O,NA
23988,2011,97,2,NA,NA,11.9459,79.7535,r,1,O,NA
23989,2009,92,4,NA,NA,15.382,79.461,n,3,C,NA
23989,2012,99,7,n,NA,15.2337,79.5345,r,11,C,NA
23990,2009,92,12,n,NA,16.442,78.886,n,11,NA,NA
23992,2009,96,4,NA,NA,15.905,79.861,n,3,C,NA
23992,2010,106,5,n,NA,16.3583333333333,78.445,r,4,C,NA
23992,2011,94,6,c,1,16.17083,78.53883,r,5,C,NA
23992,2014,94,9,yr,2,16.479,78.62,r,8,C,NA
23992,2017,87,12,c,2,16.456,78.938,r,6,C,NA
23992,2021,96,16,yr,1,15.403,78.79,r-obs,7,C,NA
23992,2022,102,17,c,1,15.332,78.734,r,5,C,NA
23992,2023,94,18,yr,1,17.045,78.385,r,7,C,NA
23993,2009,96,9,c,2,17.809,79.817,n,6,NA,NA
23998,2009,103,5,n,NA,20.9393,78.6123,n,4,O,NA
26002,2009,105,13,n,NA,25.451,76.703,n,11,O,NA
26007,2009,106,5,n,NA,18.95,78.045,n,4,NA,NA
26009,2009,108,3,n,NA,16.264,76.914,n,2,NA,NA
26009,2010,83,4,n,NA,19.877,78.6,r,3,NA,NA
26009,2012,111,6,c,2,18.831,78.508,r,6,NA,NA
26010,2018,98,10,n,NA,21.422,78.977,r,11,C,NA
26012,2009,112,4,NA,NA,20.12,78.621,n,3,NA,NA
26018,2009,115,18,c,1,18.335,77.669,n,5,C,NA
26018,2011,109,20,c,3,18.922,78.461,r,6,C,NA
26018,2012,111,21,yr,1,18.928,78.058,r,7,C,NA
26018,2015,111,24,c,3,15.952,79.223,r,6,C,NA
26018,2017,83,26,2yr,1,14.11,78.32,r,9,C,NA
26023,2010,88,9,n,NA,22.069,78.531,n,11,NA,NA
26025,2010,98,13,c,2,21.1233333333333,78.5983333333333,n,6,NA,NA
26025,2012,108,15,n,NA,20.21,78.52,r,11,NA,NA
26027,2017,101,7,n,NA,21.0647,78.8848,r,11,NA,NA
26028,2010,100,5,n,NA,22.025,78.579,n,4,NA,NA
26030,2010,103,6,n,NA,20.7383333333333,78.675,n,11,NA,NA
26031,2010,106,17,n,NA,14.4,78.55,n,11,NA,NA
26032,2010,106,5,n,NA,16.625,78.6266666666667,n,4,NA,NA
26033,2010,107,11,c,1,14.5866666666667,78.5,n,5,NA,NA
26036,2010,109,13,n,NA,15.965,76.873,n,11,NA,NA
26039,2011,97,3,NA,NA,13.1789,79.6065,n,2,NA,NA
26044,2011,100,11,c,2,22.225,80.398,n,6,O,NA
26047,2011,100,9,n,NA,22.1752,80.3897,n,11,O,NA
26047,2023,94,21,n,NA,18.47014,77.78177,r,11,O,NA
26050,2011,109,5,n,NA,20.42,78.206,n,4,NA,NA
26052,2013,119,2,NA,NA,18.983,78.308,r,1,C,NA
26052,2017,83,6,n,NA,16.91,78.657,r,11,C,NA
26052,2018,112,7,c,1,14.733,78.724,r,5,C,NA
26052,2022,98,11,yr,2,15.172,78.634,r,8,C,NA
26052,2023,84,12,n,NA,14.821,78.665,r,11,C,NA
26052,2024,86,13,c,1,16.639,78.809,r,5,C,NA
26052,2025,111,14,yr,1,20.395,78.734,r,7,C,NA
26054,2011,109,13,n,NA,21.088,78.582,n,11,O,NA
26061,2011,117,12,yr,2,15.81667,79.615,n,8,NA,NA
26066,2012,95,14,n,NA,20.4697,79.5684,n,11,O,NA
26068,2012,95,12,c,2,21.2467,79.5623,n,6,C,NA
26068,2013,108,13,n,NA,19.491,79.755,r,11,C,NA
26072,2012,96,14,n,NA,20.5739,79.5724,n,11,NA,NA
26073,2012,96,4,n,NA,20.6756,79.6851,n,3,NA,NA
26075,2012,98,24,n,NA,20.6308,79.6899,n,11,NA,NA
26077,2012,98,7,yr,1,21.1449,79.7343,n,7,NA,NA
26079,2012,99,4,NA,NA,13.8848,79.334,n,3,NA,NA
26079,2018,115,10,c,2,13.223,79.691,r,6,NA,NA
26084,2012,109,8,n,NA,21.184,78.588,n,11,C,NA
26084,2016,100,12,c,1,21.486,78.887,r,5,C,NA
26084,2019,112,15,n,NA,21.543,78.879,r,11,C,NA
26084,2023,105,19,n,NA,21.674,78.934,r,11,C,NA
26085,2012,109,3,NA,NA,21.101,78.844,n,2,NA,NA
26088,2012,110,7,c,2,23.027,77.315,n,6,C,NA
26088,2016,106,11,n,NA,22.874,77.523,r,11,C,NA
26088,2017,91,12,c,1,22.736,77.58,r,5,C,NA
26095,2012,111,5,n,NA,19.17,78.15,n,4,C,NA
26095,2013,100,6,n,NA,24.223,77.93,r,11,C,NA
26098,2012,115,11,n,NA,23.592,77.935,n,11,NA,NA
26099,2012,116,11,n,NA,21.119,78.586,n,11,NA,NA
26102,2012,118,5,n,NA,20.229,78.655,n,4,C,NA
26102,2016,111,9,c,2,21.375,78.745,r,6,C,NA
26102,2025,111,18,c,2,21.308,78.558,r,6,C,NA
26103,2012,118,15,n,NA,18.483,77.738,n,11,C,NA
26103,2016,105,19,yr,1,18.314,77.858,r,7,C,NA
26103,2018,93,21,n,NA,18.414,77.584,r,11,C,NA
26106,2012,120,17,2yr,2,14.288,78.471,n,10,NA,NA
26107,2012,120,2,NA,NA,14.288,78.471,n,1,NA,NA
26107,2013,106,3,NA,NA,18.817,79.983,r,2,NA,NA
26107,2014,104,4,n,NA,17.819,79.439,r,3,NA,NA
26108,2012,120,2,NA,NA,14.288,78.471,n,1,NA,NA
26110,2018,94,6,n,NA,19.161,78.552,r,11,C,NA
26110,2019,98,7,n,NA,18.972,78.268,r,11,C,NA
26113,2014,116,7,n,NA,21.328,77.959,r,11,C,NA
26113,2015,92,8,n,NA,21.02,78.559,r,11,C,NA
26117,2015,94,16,c,1,20.575,78.601,r,5,C,NA
26131,2013,96,7,n,NA,14.66,77.513,n,11,C,NA
26131,2014,96,8,n,NA,14.697,77.481,r,11,C,NA
26131,2016,109,10,c,2,15.869,77.505,r,6,C,NA
26131,2017,100,11,yr,2,15.989,77.5156,r,8,C,NA
26131,2019,97,13,n,NA,16.251,77.025,r,11,C,NA
26131,2021,124,15,n,2,14.53,77.552,r-obs,11,C,NA
26131,2024,108,18,c,3,14.161,77.558,r,6,C,NA
26131,2025,100,19,yr,2,15.137,77.107,r,8,C,NA
26132,2013,96,18,yr,1,15.592,77.399,n,7,NA,NA
26135,2013,99,9,n,NA,16.932,77.03,n,11,O,NA
26137,2013,100,5,c,2,22.848,77.032,n,6,C,NA
26141,2013,101,7,n,NA,25.478,76.676,n,11,O,NA
26143,2013,101,11,n,NA,22.902,76.605,n,11,O,NA
26147,2013,103,12,c,2,12.275,79.711,n,6,NA,NA
26153,2013,105,10,c,2,13.823,79.542,n,6,NA,NA
26157,2013,106,8,c,2,19.006,80.253,n,6,NA,NA
26160,2013,106,14,c,2,18.267,80.174,n,6,NA,NA
26163,2013,107,13,yr,1,20.168,80.477,n,7,NA,NA
26165,2013,107,12,n,NA,19.18,80.085,n,11,C,NA
26165,2015,112,14,n,NA,19.361,80.109,r,11,C,NA
26167,2013,107,2,NA,NA,19.204,80.087,n,1,NA,NA
26168,2013,108,12,c,2,21.119,79.543,n,6,NA,NA
26171,2013,108,8,n,NA,19.491,79.755,n,11,C,NA
26171,2021,104,16,yr,2,21.009,79.003,r,8,C,NA
